libevdev aarch64 1.8.0
libexpat-dev aarch64 2.2.9
libexpat1 aarch64 2.2.9
libext2fs2 aarch64 1.45.7
libfdisk1 aarch64 2.35.1
libffi-dev aarch64 3.3
libffi7 aarch64 3.3
libflac8 aarch64 1.3.3
libfontconfig1 aarch64 2.13.1
libform5 aarch64 6.2
libformw5 aarch64 6.2
libfreetype6 aarch64 2.10.1
libfribidi0 aarch64 1.0.9
libfts-dev aarch64 1.2.7
libfts0 aarch64 1.2.7
libgcc-s-dev aarch64 9.3.0
libgcc1 aarch64 9.3.0
libgcrypt aarch64 1.8.5
libgdbm-compat4 aarch64 1.18.1
libgdbm-dev aarch64 1.18.1
libgdbm6 aarch64 1.18.1
libgdk-pixbuf-2.0-0 aarch64 2.40.0
libglib-2.0-0 aarch64 2.62.6
libgmp-dev aarch64 6.2.0
libgmp10 aarch64 6.2.0
libgmpxx4 aarch64 6.2.0
libgnutls30 aarch64 3.6.14
libgpg-error aarch64 1.37
libgpiod aarch64 1.4.3
libgpiod-tools aarch64 1.4.3
libgstadaptivedemux-1.0-0 aarch64 1.16.3
libgstallocators-1.0-0 aarch64 1.16.3
libgstapp-1.0-0 aarch64 1.16.3
libgstaudio-1.0-0 aarch64 1.16.3
libgstbadaudio-1.0-0 aarch64 1.16.3
libgstbasecamerabinsrc-1.0-0 aarch64 1.16.3
libgstcodecparsers-1.0-0 aarch64 1.16.3
libgstfft-1.0-0 aarch64 1.16.3
libgstgl-1.0-0 aarch64 1.16.3
libgstinsertbin-1.0-0 aarch64 1.16.3
libgstisoff-1.0-0 aarch64 1.16.3
libgstmpegts-1.0-0 aarch64 1.16.3
libgstpbutils-1.0-0 aarch64 1.16.3
libgstphotography-1.0-0 aarch64 1.16.3
libgstplayer-1.0-0 aarch64 1.16.3
libgstriff-1.0-0 aarch64 1.16.3
libgstrtp-1.0-0 aarch64 1.16.3
libgstrtsp-1.0-0 aarch64 1.16.3
libgstsctp-1.0-0 aarch64 1.16.3
libgstsdp-1.0-0 aarch64 1.16.3
libgsttag-1.0-0 aarch64 1.16.3
libgsturidownloader-1.0-0 aarch64 1.16.3
libgstvideo-1.0-0 aarch64 1.16.3
libgstwayland-1.0-0 aarch64 1.16.3
libgstwebrtc-1.0-0 aarch64 1.16.3
libgudev-1.0-0 aarch64 233
libharfbuzz0 aarch64 2.6.4
libidn2-0 aarch64 2.3.0
libinput10 aarch64 1.15.2
libjitterentropy2 aarch64 2.2.0
libjpeg62 aarch64 2.0.4
libjson-c4 aarch64 0.13.1
libkmod2 aarch64 26
libkms1 aarch64 2.4.101
liblzma5 aarch64 5.2.4
liblzo2-2 aarch64 2.10
liblzo2-dev aarch64 2.10
libmali0 aarch64 1.0
libmenu5 aarch64 6.2
libmenuw5 aarch64 6.2
libmnl-dev aarch64 1.0.4
libmnl0 aarch64 1.0.4
libmount1 aarch64 2.35.1
libmp3lame0 aarch64 3.100
libncurses5 aarch64 6.2
libncursesw5 aarch64 6.2
libnl-3-200 aarch64 3.5.0
libnl-genl-3-200 aarch64 3.5.0
libnsl-dev aarch64 1.2.0+git0+4a062cf418
libnsl2 aarch64 1.2.0+git0+4a062cf418
libobstack-dev aarch64 1.1
libobstack0 aarch64 1.1
libogg0 aarch64 1.3.4
libomxil euto_v9_sadk exynos
libomxil-dev euto_v9_sadk exynos
liborc-0.4-0 aarch64 0.4.31
libpanel5 aarch64 6.2
libpanelw5 aarch64 6.2
libpci3 aarch64 3.6.4
libpcre-dev aarch64 8.44
libpcre1 aarch64 8.44
libpcrecpp0 aarch64 8.44
libpcreposix0 aarch64 8.44
libpixman-1-0 aarch64 0.38.4
libpng16-16 aarch64 1.6.37
libpopt0 aarch64 1.16
libpostproc55 aarch64 4.2.2
libpsl5 aarch64 0.21.0
libpulse-simple0 aarch64 13.0
libpulse0 aarch64 13.0
libpulsecommon aarch64 13.0
libpython3.8-1.0 aarch64 3.8.14
libreadline-dev aarch64 8.0
libreadline8 aarch64 8.0
librsvg-2-2 aarch64 2.40.21
libsamplerate0 aarch64 0.1.9
libsbc1 aarch64 1.4
libsmartcols1 aarch64 2.35.1
libsndfile1 aarch64 1.0.28
libsoup-2.4 aarch64 2.68.4
libspeex1 aarch64 1.2.0
libspeexdsp1 aarch64 1.2.0
libsqlite3-0 aarch64 3.31.1
libsqlite3-dev aarch64 3.31.1
libss2 aarch64 1.45.7
libssl1.1 aarch64 1.1.1s
libssp-nonshared-dev aarch64 1.0
libssp-nonshared-staticdev aarch64 1.0
libstdc++-dev aarch64 9.3.0
libstdc++6 aarch64 9.3.0
libswresample3 aarch64 4.2.2
libswscale5 aarch64 4.2.2
libsysfs2 aarch64 2.1.0
libsystemd0 aarch64 244.5
libtag1 aarch64 1.11.1
libtcl8.6-0 aarch64 8.6.10
libtheora aarch64 1.1.1
libtic5 aarch64 6.2
libticw5 aarch64 6.2
libtinfo5 aarch64 6.2
libtirpc-dev aarch64 1.2.6
libtirpc3 aarch64 1.2.6
libubm euto_v9_sadk 1.0
libubm-dev euto_v9_sadk 1.0
libudev1 aarch64 244.5
libunistring2 aarch64 0.9.10
libunwind aarch64 1.3.1
libusb-1.0-0 aarch64 1.0.22
libuuid1 aarch64 2.35.1
libvfence2-1 euto_v9_sadk 1.0
libvorbis aarch64 1.3.6
libvulkan1 aarch64 1.1.126.0
libwebp aarch64 1.1.0
libweston-8 aarch64 8.0.0
libwrap-dev aarch64 7.6
libwrap0 aarch64 7.6
libx11-compose-data aarch64 1.6.8
libx264-159 aarch64 r2991+git0+1771b556ee
libxkbcommon0 aarch64 0.10.0
libxml2 aarch64 2.9.10
libz-dev aarch64 1.2.11
libz1 aarch64 1.2.11
linpack aarch64 1.0
linux-libc-headers-v9-dev euto_v9_sadk 4.14.300
linux-serial-test aarch64 0.1+git0+0685fc5387
lmbench aarch64 3.0+a9
logrotate aarch64 3.15.1
lrzsz aarch64 0.12.20
ltp aarch64 20200120
lvm2 aarch64 2.03.06
lvm2-scripts aarch64 2.03.06
lvm2-udevrules aarch64 2.03.06
make aarch64 4.3
make-dev aarch64 4.3
mdadm aarch64 4.1
mdadm-dev aarch64 4.1
memory-hotplug aarch64 1.0
memtester aarch64 4.3.0
mfcutc euto_v9_sadk 1.0
mobile-broadband-provider-info aarch64 20220725
modutils-initscripts aarch64 1.0
mpg123 aarch64 1.25.13
mtdev aarch64 1.1.6
musl aarch64 1.2.0+git0+040c1d16b4
musl-dev aarch64 1.2.0+git0+040c1d16b4
ncurses aarch64 6.2
ncurses-dev aarch64 6.2
ncurses-terminfo-base aarch64 6.2
neard aarch64 0.16
netbase aarch64 6.1
nettle aarch64 3.5.1
npu-firmware euto_v9_sadk 1.0
npu-test aarch64 1.0
numactl aarch64 2.0.13+git0+5d9f16722e
ofono aarch64 1.31
omxutc euto_v9_sadk 1.0
omxutc-dev euto_v9_sadk 1.0
open-gptp aarch64 1.0
openssh aarch64 8.2p1
openssh-keygen aarch64 8.2p1
openssh-scp aarch64 8.2p1
openssh-sftp-server aarch64 8.2p1
openssh-ssh aarch64 8.2p1
openssh-sshd aarch64 8.2p1
openssl aarch64 1.1.1s
openssl-bin aarch64 1.1.1s
openssl-conf aarch64 1.1.1s
openssl-dev aarch64 1.1.1s
os-release noarch 1.0
otp-test-musl aarch64 1.0
packagegroup-base euto_v9_sadk 1.0
packagegroup-base-3g euto_v9_sadk 1.0
packagegroup-base-alsa euto_v9_sadk 1.0
packagegroup-base-bluetooth euto_v9_sadk 1.0
packagegroup-base-ext2 euto_v9_sadk 1.0
packagegroup-base-extended euto_v9_sadk 1.0
packagegroup-base-ipv6 euto_v9_sadk 1.0
packagegroup-base-nfc euto_v9_sadk 1.0
packagegroup-base-nfs euto_v9_sadk 1.0
packagegroup-base-serial euto_v9_sadk 1.0
packagegroup-base-usbgadget euto_v9_sadk 1.0
packagegroup-base-usbhost euto_v9_sadk 1.0
packagegroup-base-wifi euto_v9_sadk 1.0
packagegroup-base-zeroconf euto_v9_sadk 1.0
packagegroup-core-boot euto_v9_sadk 1.0
packagegroup-distro-base euto_v9_sadk 1.0
packagegroup-machine-base euto_v9_sadk 1.0
packagegroup-samsung-audio noarch 1.0
packagegroup-samsung-audio-test noarch 1.0
packagegroup-samsung-base noarch 1.0
packagegroup-samsung-base-test noarch 1.0
packagegroup-samsung-firmware noarch 1.0
packagegroup-samsung-graphics noarch 1.0
packagegroup-samsung-graphics-test noarch 1.0
packagegroup-samsung-graphics-vulkan noarch 1.0
packagegroup-samsung-graphics-weston noarch 1.0
packagegroup-samsung-multimedia noarch 1.0
packagegroup-samsung-multimedia-camera noarch 1.0
packagegroup-samsung-multimedia-gst-plugins noarch 1.0
packagegroup-samsung-multimedia-gstreamer noarch 1.0
packagegroup-samsung-multimedia-test noarch 1.0
packagegroup-samsung-security noarch 1.0
packagegroup-samsung-security-daemon noarch 1.0
packagegroup-samsung-security-test noarch 1.0
packagegroup-samsung-security-trusted-apps noarch 1.0
packagegroup-samsung-tool noarch 1.0
packagegroup-samsung-tool-benchmark noarch 1.0
packagegroup-samsung-tool-debug noarch 1.0
packagegroup-samsung-tool-util noarch 1.0
pango aarch64 1.44.7
pciutils aarch64 3.6.4
pciutils-ids aarch64 3.6.4
perf euto_v9_sadk 4.14.300
perl aarch64 5.30.1
perl-dev aarch64 5.30.1
perl-module-config-heavy aarch64 5.30.1
perl-module-constant aarch64 5.30.1
perl-module-dynaloader aarch64 5.30.1
perl-module-exporter aarch64 5.30.1
perl-module-exporter-heavy aarch64 5.30.1
perl-module-getopt-long aarch64 5.30.1
perl-module-mro aarch64 5.30.1
perl-module-overload aarch64 5.30.1
perl-module-overload-numbers aarch64 5.30.1
perl-module-overloading aarch64 5.30.1
perl-module-pod-usage aarch64 5.30.1
perl-module-text-parsewords aarch64 5.30.1
perl-module-xsloader aarch64 5.30.1
pmbw aarch64 0.6.2+git0+d9390b1aae
pmbw-stats2gnuplot aarch64 0.6.2+git0+d9390b1aae
procps aarch64 3.3.16
procps-dev aarch64 3.3.16
python3-2to3 aarch64 3.8.14
python3-asyncio aarch64 3.8.14
python3-audio aarch64 3.8.14
python3-codecs aarch64 3.8.14
python3-compile aarch64 3.8.14
python3-compression aarch64 3.8.14
python3-core aarch64 3.8.14
python3-crypt aarch64 3.8.14
python3-ctypes aarch64 3.8.14
python3-curses aarch64 3.8.14
python3-cycler aarch64 0.10.0
python3-datetime aarch64 3.8.14
python3-dateutil aarch64 2.8.1
python3-db aarch64 3.8.14
python3-debugger aarch64 3.8.14
python3-dev aarch64 3.8.14
python3-difflib aarch64 3.8.14
python3-distutils aarch64 3.8.14
python3-doctest aarch64 3.8.14
python3-email aarch64 3.8.14
python3-fcntl aarch64 3.8.14
python3-html aarch64 3.8.14
python3-idle aarch64 3.8.14
python3-image aarch64 3.8.14
python3-io aarch64 3.8.14
python3-json aarch64 3.8.14
python3-kiwisolver aarch64 1.1.0
python3-logging aarch64 3.8.14
python3-mailbox aarch64 3.8.14
python3-math aarch64 3.8.14
python3-matplotlib aarch64 3.2.1
python3-mime aarch64 3.8.14
python3-misc aarch64 3.8.14
python3-mmap aarch64 3.8.14
python3-modules aarch64 3.8.14
python3-multiprocessing aarch64 3.8.14
python3-netclient aarch64 3.8.14
python3-netserver aarch64 3.8.14
python3-nk aarch64 1.0
python3-nose aarch64 1.3.7
python3-numbers aarch64 3.8.14
python3-numpy aarch64 1.17.4
python3-pickle aarch64 3.8.14
python3-pkg-resources aarch64 45.2.0
python3-pkgutil aarch64 3.8.14
python3-plistlib aarch64 3.8.14
python3-pprint aarch64 3.8.14
python3-profile aarch64 3.8.14
python3-pydoc aarch64 3.8.14
python3-pyparsing aarch64 2.4.6
python3-pytz aarch64 2019.3
python3-resource aarch64 3.8.14
python3-setuptools aarch64 45.2.0
python3-shell aarch64 3.8.14
python3-six aarch64 1.14.0
python3-smtpd aarch64 3.8.14
python3-sqlite3 aarch64 3.8.14
python3-stringold aarch64 3.8.14
python3-syslog aarch64 3.8.14
python3-terminal aarch64 3.8.14
python3-threading aarch64 3.8.14
python3-tkinter aarch64 3.8.14
python3-typing aarch64 3.8.14
python3-unittest aarch64 3.8.14
python3-unixadmin aarch64 3.8.14
python3-venv aarch64 3.8.14
python3-xml aarch64 3.8.14
python3-xmlrpc aarch64 3.8.14
quota aarch64 4.05
rendering euto_v9_sadk 1.0
rendering-dev euto_v9_sadk 1.0
rng-tools aarch64 6.9
rpcbind aarch64 1.2.5
rpmb-test aarch64 1.0
rpmb-test-ca euto_v9_sadk 1.0
rtic-drv aarch64 1.0
run-postinsts noarch 1.0
s2r-controller aarch64 1.0
scaler-test aarch64 1.0
sed aarch64 4.8
sed-dev aarch64 4.8
setserial aarch64 2.17
sficli aarch64 1.0
shadow aarch64 4.8.1
shadow-base aarch64 4.8.1
shadow-dev aarch64 4.8.1
shadow-securetty euto_v9_sadk 4.6
shadow-securetty-dev euto_v9_sadk 4.6
shared-mime-info aarch64 1.15
shutdown aarch64 1.0
slang aarch64 2.3.2
smem aarch64 1.5
socat aarch64 1.7.4.1
socat-dev aarch64 1.7.4.1
spidev-test euto_v9_sadk 4.14.300
spitools aarch64 0.8.4
strace aarch64 5.11
stressapptest aarch64 1.0.9
sysbench aarch64 0.4.12
sysstat aarch64 12.2.1
systemd aarch64 244.5
systemd-analyze aarch64 244.5
systemd-compat-units aarch64 1.0
systemd-conf euto_v9_sadk 244.3
systemd-dev aarch64 244.5
systemd-extra-utils aarch64 244.5
systemd-serialgetty euto_v9_sadk 1.0
systemd-serialgetty-dev euto_v9_sadk 1.0
systemd-vconsole-setup aarch64 244.5
tar aarch64 1.32
tcl aarch64 8.6.10
tinymembench aarch64 0.4.0+git0+a2cf6d7e38
tiobench aarch64 0.3.3
trace-cmd aarch64 2.6
trustonic-tee-clientlib euto_v9_sadk 5.1.0.a
trustonic-tee-daemon euto_v9_sadk 5.1.0.a
ubmcompositor aarch64 2
ubmtest aarch64 1.0
ubmtest-vulkan aarch64 1.0
ucp aarch64 1.0
udev aarch64 244.5
udev-hwdb aarch64 244.5
ufs-utils aarch64 1.6+git0+a3cf93b66f
unzip aarch64 6.0
unzip-dev aarch64 6.0
update-alternatives-opkg aarch64 0.4.2
update-rc.d noarch 0.8
update-rc.d-dev noarch 0.8
usbutils aarch64 012
user-startup aarch64 1.0
util-linux aarch64 2.35.1
util-linux-addpart aarch64 2.35.1
util-linux-agetty aarch64 2.35.1
util-linux-blkdiscard aarch64 2.35.1
util-linux-blkid aarch64 2.35.1
util-linux-blkzone aarch64 2.35.1
util-linux-blockdev aarch64 2.35.1
util-linux-cal aarch64 2.35.1
util-linux-cfdisk aarch64 2.35.1
util-linux-chcpu aarch64 2.35.1
util-linux-chmem aarch64 2.35.1
util-linux-choom aarch64 2.35.1
util-linux-chrt aarch64 2.35.1
util-linux-col aarch64 2.35.1
util-linux-colcrt aarch64 2.35.1
util-linux-colrm aarch64 2.35.1
util-linux-column aarch64 2.35.1
util-linux-ctrlaltdel aarch64 2.35.1
util-linux-delpart aarch64 2.35.1
util-linux-dev aarch64 2.35.1
util-linux-dmesg aarch64 2.35.1
util-linux-eject aarch64 2.35.1
util-linux-fallocate aarch64 2.35.1
util-linux-fdformat aarch64 2.35.1
util-linux-fdisk aarch64 2.35.1
util-linux-fincore aarch64 2.35.1
util-linux-findfs aarch64 2.35.1
util-linux-findmnt aarch64 2.35.1
util-linux-flock aarch64 2.35.1
util-linux-fsck aarch64 2.35.1
util-linux-fsck.cramfs aarch64 2.35.1
util-linux-fsfreeze aarch64 2.35.1
util-linux-fstrim aarch64 2.35.1
util-linux-getopt aarch64 2.35.1
util-linux-hardlink aarch64 2.35.1
util-linux-hexdump aarch64 2.35.1
util-linux-hwclock aarch64 2.35.1
util-linux-ionice aarch64 2.35.1
util-linux-ipcmk aarch64 2.35.1
util-linux-ipcrm aarch64 2.35.1
util-linux-ipcs aarch64 2.35.1
util-linux-isosize aarch64 2.35.1
util-linux-kill aarch64 2.35.1
util-linux-last aarch64 2.35.1
util-linux-ldattach aarch64 2.35.1
util-linux-logger aarch64 2.35.1
util-linux-look aarch64 2.35.1
util-linux-losetup aarch64 2.35.1
util-linux-lsblk aarch64 2.35.1
util-linux-lscpu aarch64 2.35.1
util-linux-lsipc aarch64 2.35.1
util-linux-lslocks aarch64 2.35.1
util-linux-lslogins aarch64 2.35.1
util-linux-lsmem aarch64 2.35.1
util-linux-lsns aarch64 2.35.1
util-linux-mcookie aarch64 2.35.1
util-linux-mesg aarch64 2.35.1
util-linux-mkfs aarch64 2.35.1
util-linux-mkfs.cramfs aarch64 2.35.1
util-linux-mkswap aarch64 2.35.1
util-linux-more aarch64 2.35.1
util-linux-mount aarch64 2.35.1
util-linux-mountpoint aarch64 2.35.1
util-linux-namei aarch64 2.35.1
util-linux-nologin aarch64 2.35.1
util-linux-nsenter aarch64 2.35.1
util-linux-partx aarch64 2.35.1
util-linux-pivot-root aarch64 2.35.1
util-linux-prlimit aarch64 2.35.1
util-linux-readprofile aarch64 2.35.1
util-linux-rename aarch64 2.35.1
util-linux-renice aarch64 2.35.1
util-linux-resizepart aarch64 2.35.1
util-linux-rev aarch64 2.35.1
util-linux-rfkill aarch64 2.35.1
util-linux-rtcwake aarch64 2.35.1
util-linux-script aarch64 2.35.1
util-linux-scriptlive aarch64 2.35.1
util-linux-scriptreplay aarch64 2.35.1
util-linux-setarch aarch64 2.35.1
util-linux-setpriv aarch64 2.35.1
util-linux-setsid aarch64 2.35.1
util-linux-setterm aarch64 2.35.1
util-linux-sfdisk aarch64 2.35.1
util-linux-sulogin aarch64 2.35.1
util-linux-swaplabel aarch64 2.35.1
util-linux-swapoff aarch64 2.35.1
util-linux-swapon aarch64 2.35.1
util-linux-switch-root aarch64 2.35.1
util-linux-taskset aarch64 2.35.1
util-linux-ul aarch64 2.35.1
util-linux-umount aarch64 2.35.1
util-linux-unshare aarch64 2.35.1
util-linux-utmpdump aarch64 2.35.1
util-linux-uuidd aarch64 2.35.1
util-linux-uuidgen aarch64 2.35.1
util-linux-uuidparse aarch64 2.35.1
util-linux-wall aarch64 2.35.1
util-linux-wdctl aarch64 2.35.1
util-linux-whereis aarch64 2.35.1
util-linux-wipefs aarch64 2.35.1
util-linux-write aarch64 2.35.1
util-linux-zramctl aarch64 2.35.1
vgkid aarch64 1.0
video-firmware euto_v9_sadk 1.0
vm-interfaces-version euto_v9_sadk 1.0
volatile-binds noarch 1.0
volatile-binds-dev noarch 1.0
vulkan-demos aarch64 git
vulkan-headers aarch64 1.1.126.0
vulkan-tools aarch64 1.1.126.0
vwatchdog-mon aarch64 1.0
watchdog aarch64 4.14.300
watchdog-config aarch64 1.0
wayland aarch64 1.18.0
weston aarch64 8.0.0
weston-examples aarch64 8.0.0
weston-init-custom noarch 1.0
which aarch64 2.21
which-dev aarch64 2.21
widevine aarch64 1.0
wireless-regdb-static noarch 2022.08.12
wpa-supplicant aarch64 2.9
wpa-supplicant-cli aarch64 2.9
wpa-supplicant-passphrase aarch64 2.9
xkeyboard-config aarch64 2.28
xz aarch64 5.2.4
xz-dev aarch64 5.2.4
